price,area,Bedrooms,Bathrooms,Balcony,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,
22000000,3600,7,3,,Resale,,Unfurnished,,Flat,6111.11111111111,
11000000,1300,3,3,,Resale,,Semi-Furnished,,Flat,8461.53846153846,
8200000,1540,3,3,4,New Property,1,,2,Individual House,5324.67532467533,
3800000,830,2,2,1,Resale,,,,Individual House,4578.31325301205,
14900000,1875,3,3,,Resale,2,Semi-Furnished,,Individual House,7946.66666666667,
9500000,1400,3,3,,Resale,,,,Flat,6785.71428571429,
6800000,1277,2,2,2,Resale,,,,Flat,5324.98042286609,
7500000,1400,3,2,1,New Property,,,,Flat,5357.14285714286,
4320000,1040,2,2,,Resale,,,,Flat,4153.84615384615,
4600000,950,2,2,,Resale,,,,Individual House,4842.1052631579,
3200000,900,2,2,,Resale,,Unfurnished,,Individual House,3555.55555555556,
6450000,1365,2,2,,Resale,,Unfurnished,,Flat,4725.27472527472,
14000000,1500,3,3,2,New Property,,Furnished,,Flat,9333.33333333333,
10000000,1500,3,2,,Resale,,Furnished,,Flat,6666.66666666667,
3500000,1000,2,2,,Resale,,Unfurnished,,Flat,3500,
4500000,1000,3,2,2,Resale,1,Semi-Furnished,0,,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 1000 sqft, it is a good location property.  Surrounded by wide roads.  Wednesday market is nearby.  Banks and its ATM are nearby only.
                    
                ",4500
13000000,2727,4,3,2,Resale,,,,Flat,4767.14338100477,
6180000,1180,2,2,2,Resale,1,,2,Flat,5237.28813559322,
13500000,2150,3,3,3,Resale,1,Semi-Furnished,,Flat,6279.06976744186,
5800000,1035,2,2,2,Resale,,,,Flat,5603.86473429952,
5900000,900,3,2,2,Resale,2,Semi-Furnished,,Flat,6555.55555555556,
4500000,995,2,2,2,New Property,,Unfurnished,,Flat,4522.61306532663,
4500000,981,3,2,,Resale,,Unfurnished,,Flat,4587.15596330275,
11500000,1900,3,3,,Resale,,,,Flat,6052.63157894737,
9500000,1935,3,3,,Resale,,,,Flat,4909.56072351421,
5000000,1610,3,2,,Resale,,,,Flat,3105.5900621118,
7500000,1500,3,2,1,Resale,,Semi-Furnished,,Flat,5000,
6200000,1710,3,3,3,Resale,1,Unfurnished,,Individual House,3625.73099415205,
5700000,1665,3,3,4,Resale,1,Semi-Furnished,3,Flat,3423.42342342342,
4000000,900,2,2,,Resale,,Furnished,,Individual House,4444.44444444444,
12000000,2100,3,3,,Resale,,Furnished,,Individual House,5714.28571428571,
5300000,900,2,2,,Resale,,Furnished,,Individual House,5888.88888888889,
4300000,1295,2,2,2,Resale,,Semi-Furnished,,Flat,3320.46332046332,
3000000,535,2,2,,Resale,,Semi-Furnished,,Individual House,5607.47663551402,
7200000,1225,3,3,,Resale,1,,2,Flat,5877.55102040816,
3000000,950,2,2,2,New Property,,,,Flat,3157.8947368421,
6000000,1265,3,2,2,Resale,2,,2,Flat,4743.08300395257,
4500000,1100,4,2,,Resale,,Furnished,,Individual House,4090.90909090909,
4800000,1225,2,2,,Resale,,Semi-Furnished,,Flat,3918.36734693878,
3800000,810,3,2,1,Resale,,Furnished,,Flat,4691.35802469136,
5400000,1025,2,2,4,Resale,,,,Flat,5268.29268292683,
7500000,1365,2,2,,Resale,,Semi-Furnished,,Flat,5494.50549450549,
6500000,1180,2,2,2,Resale,,,,Flat,5508.47457627119,
4250000,900,3,2,2,Resale,,,,Flat,4722.22222222222,
7500000,1340,3,2,4,Resale,,,,Flat,5597.01492537313,
3400000,642,2,2,1,Resale,1,Semi-Furnished,0,Flat,5295.95015576324,
12000000,2100,4,2,1,Resale,1,,,Flat,5714.28571428571,
11500000,925,2,2,2,Resale,2,,,Flat,12432.4324324324,
2880000,900,2,2,2,Resale,,,,Flat,3200,
3770000,990,2,2,3,Resale,,,,Flat,3808.08080808081,
3200000,900,2,2,2,Resale,,Furnished,,Flat,3555.55555555556,
4100000,1060,2,2,3,Resale,,,3,Flat,3867.92452830189,
4400000,650,2,2,1,Resale,1,Furnished,,Individual House,6769.23076923077,
4810000,1655,3,3,,Resale,,,,Flat,2906.34441087613,
3500000,761,2,2,1,Resale,1,Unfurnished,4,Flat,4599.21156373193,
3990000,800,2,2,,Resale,,,,Flat,4987.5,
6200000,1600,3,2,2,Resale,1,,,Flat,3875,
39500000,2800,3,3,2,Resale,,Semi-Furnished,1,Flat,14107.1428571429,
12000000,1983,3,3,,Resale,,Unfurnished,,Flat,6051.43721633888,
3800000,1200,3,3,,Resale,,Semi-Furnished,,Flat,3166.66666666667,
5700000,900,2,2,,New Property,,Furnished,,Flat,6333.33333333333,
4000000,585,2,2,1,New Property,,Unfurnished,,Flat,6837.60683760684,
8600000,1537,3,3,3,Resale,1,,2,Flat,5595.31554977228,
4500000,757,2,2,1,Resale,,Semi-Furnished,,Flat,5944.5178335535,
3500000,807,3,2,1,New Property,,Semi-Furnished,,Individual House,4337.05080545229,
7200000,1157,2,2,1,Resale,,Semi-Furnished,,Flat,6222.99049265341,
7000000,1848,3,3,3,Resale,,,,Flat,3787.87878787879,
4700000,1082,2,2,3,Resale,,Semi-Furnished,2,Flat,4343.80776340111,
9670000,1940,3,3,,Resale,,Unfurnished,,Individual House,4984.53608247423,
12900000,1890,4,3,,Resale,,,,Flat,6825.39682539683,
45000000,6500,9,9,3,Resale,3,Unfurnished,,Flat,6923.07692307692,
3500000,1050,2,2,2,Resale,,,,Flat,3333.33333333333,
2600000,815,2,2,2,Resale,,,,Flat,3190.18404907975,
3500000,980,2,2,1,Resale,,Semi-Furnished,,Flat,3571.42857142857,
7900000,900,2,2,3,Resale,,Semi-Furnished,,Flat,8777.77777777778,
11000000,1800,4,2,,Resale,,Semi-Furnished,,Flat,6111.11111111111,
5400000,1600,3,2,2,Resale,1,Semi-Furnished,2,Flat,3375,
6000000,1250,2,2,,Resale,,,,Flat,4800,
33000000,4545,4,5,5,Resale,2,Unfurnished,3,Flat,7260.72607260726,
36000000,4200,7,8,5,Resale,5,Semi-Furnished,,Flat,8571.42857142857,
3100000,895,2,2,3,New Property,,,,Flat,3463.68715083799,
5500000,1465,3,2,,Resale,,Unfurnished,,Flat,3754.2662116041,
10000000,1971,4,3,,Resale,,Furnished,,Flat,5073.56671740233,
2500000,648,2,2,1,Resale,,Unfurnished,,Flat,3858.02469135802,
2400000,740,2,2,1,Resale,,Unfurnished,,Flat,3243.24324324324,
11000000,1800,4,3,2,New Property,,Unfurnished,,Flat,6111.11111111111,
5000000,900,3,2,1,Resale,1,Semi-Furnished,,Flat,5555.55555555556,
3500000,1115,3,2,2,Resale,1,Unfurnished,,Flat,3139.0134529148,
2500000,648,2,2,,Resale,1,Furnished,,Flat,3858.02469135802,
4450000,1390,3,2,3,Resale,1,Unfurnished,,Individual House,3201.43884892086,
2600000,1025,3,2,,Resale,1,Unfurnished,0,Flat,2536.58536585366,
5200000,1430,3,2,,Resale,,,,Flat,3636.36363636364,
5400000,1365,3,3,,Resale,1,,,Flat,3956.04395604396,
35000000,4500,6,4,2,New Property,,Semi-Furnished,,Flat,7777.77777777778,
9050000,1385,2,2,3,Resale,,Unfurnished,,Individual House,6534.29602888087,
3300000,845,2,2,3,Resale,,Unfurnished,,Flat,3905.32544378698,
3800000,750,2,2,2,Resale,,Semi-Furnished,,Individual House,5066.66666666667,
9500000,1060,3,3,1,New Property,,Semi-Furnished,,Flat,8962.2641509434,
8500000,1839,3,3,3,Resale,,,,Flat,4622.07721587819,
8000000,936,3,2,1,Resale,,Unfurnished,,Flat,8547.00854700855,
2900000,950,2,2,1,Resale,,,,Flat,3052.63157894737,
3000000,985,2,2,,Resale,,Semi-Furnished,,Flat,3045.68527918782,
8500000,972,2,2,2,Resale,2,Furnished,0,Flat,8744.85596707819,
4800000,1150,2,2,2,Resale,1,,2,Flat,4173.91304347826,
2650000,965,2,2,3,Resale,1,,,Flat,2746.11398963731,
3300000,880,2,2,,Resale,,Semi-Furnished,,Individual House,3750,
8500000,1530,2,2,3,Resale,1,,2,Flat,5555.55555555556,
3900000,1000,3,3,3,Resale,,Unfurnished,,Flat,3900,
3500000,750,2,2,1,Resale,2,Furnished,,Flat,4666.66666666667,
4500000,904,2,2,,Resale,,Semi-Furnished,,Flat,4977.87610619469,
25500000,4160,5,5,4,New Property,,,2,Flat,6129.80769230769,
3200000,1000,2,2,,Resale,,Semi-Furnished,,Flat,3200,
5500000,1100,3,2,1,Resale,1,Furnished,,Individual House,5000,
7000000,1911,3,3,1,Resale,2,,2,Flat,3663.00366300366,
29500000,3000,4,4,3,New Property,2,Semi-Furnished,1,Flat,9833.33333333333,
4000000,650,2,2,,Resale,1,Furnished,0,Flat,6153.84615384615,
4350000,1450,3,3,,Resale,,,,Individual House,3000,
22500000,2200,4,4,4,Resale,2,Semi-Furnished,1,Flat,10227.2727272727,
26000000,4000,7,7,2,Resale,2,Semi-Furnished,,Individual House,6500,
4500000,1000,2,2,,Resale,,,,Individual House,4500,
14000000,1125,3,2,1,New Property,,Unfurnished,,Flat,12444.4444444444,
25000000,3600,3,3,2,Resale,2,Semi-Furnished,1,Flat,6944.44444444444,
3500000,750,2,2,,Resale,1,Furnished,0,Flat,4666.66666666667,
11000000,1700,3,3,,Resale,,Unfurnished,,Flat,6470.58823529412,
5800000,1682,3,3,4,Resale,,,,Individual House,3448.27586206897,
55000000,7000,6,5,1,Resale,,Semi-Furnished,,Flat,7857.14285714286,
30000000,2800,5,5,2,Resale,3,Semi-Furnished,1,Flat,10714.2857142857,
27000000,1800,3,4,2,New Property,,,,Individual House,15000,
32500000,2880,6,5,2,Resale,,Furnished,,Flat,11284.7222222222,
28000000,4230,8,3,1,Resale,1,Furnished,,Flat,6619.3853427896,
9000000,1350,2,3,,Resale,,Unfurnished,,Individual House,6666.66666666667,
3500000,1230,2,2,3,Resale,,Unfurnished,,Flat,2845.52845528455,
3600000,1150,2,2,3,Resale,,Semi-Furnished,,Flat,3130.4347826087,
3500000,720,2,2,1,Resale,1,Semi-Furnished,1,Flat,4861.11111111111,
1850000,540,2,2,1,Resale,,Unfurnished,,Flat,3425.92592592593,
7500000,1775,3,3,4,Resale,,,,Individual House,4225.35211267606,
3000000,800,2,2,,Resale,,Semi-Furnished,,Individual House,3750,
3800000,910,2,2,,Resale,,Semi-Furnished,,Flat,4175.82417582418,
2900000,1045,2,2,2,Resale,,,,Individual House,2775.11961722488,
5700000,1000,2,2,3,Resale,1,,2,Flat,5700,
6200000,900,3,3,,Resale,,Unfurnished,,Flat,6888.88888888889,
3500000,1115,2,2,2,Resale,1,,2,Individual House,3139.0134529148,
5000000,1360,3,2,3,Resale,,Unfurnished,,Flat,3676.47058823529,
6800000,1090,2,2,3,Resale,1,,,Flat,6238.53211009174,
4100000,1262,2,2,,Resale,,,,Flat,3248.81141045959,
3700000,1100,2,2,3,Resale,,Semi-Furnished,,Flat,3363.63636363636,
9000000,1835,3,4,,Resale,,,,Flat,4904.63215258856,
5700000,1200,3,2,,Resale,,Furnished,,Flat,4750,
6500000,900,7,2,1,Resale,,Unfurnished,,Individual House,7222.22222222222,
7000000,1742,3,4,,Resale,,,,Flat,4018.36969001148,
4200000,1358,2,2,3,New Property,,,,Flat,3092.78350515464,
12500000,1600,2,2,3,Resale,1,,,Flat,7812.5,
25000000,2734,4,4,5,Resale,,Semi-Furnished,,Flat,9144.1111923921,
5500000,1200,2,2,,Resale,,Furnished,,Flat,4583.33333333333,
8500000,1125,2,2,,Resale,,Semi-Furnished,,Flat,7555.55555555556,
8000000,1505,2,2,2,Resale,1,,,Flat,5315.6146179402,
7500000,1100,2,2,,Resale,2,Unfurnished,,Flat,6818.18181818182,
8000000,1380,2,2,3,Resale,,Furnished,,Individual House,5797.10144927536,
5000000,1060,3,3,3,Resale,1,Furnished,,Flat,4716.98113207547,
2400000,550,2,2,,Resale,1,Semi-Furnished,0,Flat,4363.63636363636,
3200000,949,2,2,2,Resale,,,,Flat,3371.97049525817,
3850000,990,2,2,3,Resale,,,,Individual House,3888.88888888889,
6800000,1350,3,3,,Resale,,,,Individual House,5037.03703703704,
5500000,1215,2,2,2,Resale,1,,,Flat,4526.74897119342,
4500000,1015,2,2,,Resale,,,,Individual House,4433.49753694581,
7000000,1350,2,2,3,Resale,,,,Flat,5185.18518518519,
4800000,950,2,2,1,Resale,1,Furnished,1,Flat,5052.63157894737,
6000000,1137,2,2,3,Resale,,Unfurnished,,Flat,5277.04485488127,
3400000,630,2,2,1,Resale,1,Semi-Furnished,0,Flat,5396.8253968254,
6000000,1300,2,2,2,Resale,1,Semi-Furnished,,Flat,4615.38461538462,
6300000,1200,2,2,,Resale,1,,,Flat,5250,
42500000,5000,7,4,,Resale,,Furnished,,Flat,8500,
7500000,1295,2,2,,Resale,,Semi-Furnished,,Flat,5791.50579150579,
2600000,815,2,2,2,Resale,,,,Flat,3190.18404907975,
4500000,1080,2,2,2,Resale,,,,Flat,4166.66666666667,
32500000,2800,4,4,2,Resale,,,3,Flat,11607.1428571429,
7500000,1740,3,4,,Resale,2,Semi-Furnished,,Flat,4310.34482758621,
5000000,1300,3,3,1,Resale,,Unfurnished,,Individual House,3846.15384615385,
10000000,900,2,2,,Resale,,Furnished,,Flat,11111.1111111111,
5500000,1300,3,2,,Resale,,Semi-Furnished,,Flat,4230.76923076923,
35000000,2549,4,4,2,New Property,6,Furnished,1,Individual House,13730.8748528835,
3800000,750,2,2,2,Resale,2,Semi-Furnished,,Flat,5066.66666666667,
25000000,2700,9,8,2,Resale,3,Semi-Furnished,,Flat,9259.25925925926,
4450000,1400,3,2,2,Resale,1,,3,Flat,3178.57142857143,
6700000,1260,2,2,,Resale,1,Furnished,,Flat,5317.46031746032,
3500000,700,2,2,,Resale,,Unfurnished,,Flat,5000,
9900000,1400,2,2,3,Resale,,Unfurnished,,Flat,7071.42857142857,
2700000,822,2,2,3,Resale,1,,2,Flat,3284.67153284672,
5500000,1300,3,2,,Resale,,Furnished,,Flat,4230.76923076923,
4500000,1200,3,2,2,Resale,2,Semi-Furnished,,Flat,3750,
32400000,3850,4,5,4,Resale,,Unfurnished,,Flat,8415.58441558442,
4500000,925,2,2,3,New Property,,Furnished,,Flat,4864.86486486487,
7500000,950,2,2,2,Resale,18,,0,Flat,7894.73684210526,
6000000,960,2,2,1,Resale,,Unfurnished,,Flat,6250,
11000000,1562,3,3,1,New Property,,Semi-Furnished,,Individual House,7042.25352112676,
4900000,1075,2,2,1,Resale,1,,3,Flat,4558.13953488372,
26000000,3000,4,5,,Resale,,Unfurnished,,Flat,8666.66666666667,
6100000,930,2,2,2,New Property,3,Furnished,0,Flat,6559.13978494624,
4400000,750,2,2,1,Resale,,Unfurnished,,Flat,5866.66666666667,
3200000,600,2,2,1,Resale,,Unfurnished,,Flat,5333.33333333333,
2900000,890,2,2,2,Resale,,,,Flat,3258.42696629213,
4800000,1225,3,2,,Resale,,Unfurnished,,Flat,3918.36734693878,
8500000,1100,2,2,2,Resale,,Semi-Furnished,,Flat,7727.27272727273,
2600000,630,2,2,1,New Property,,Furnished,,Flat,4126.98412698413,
14000000,2425,4,4,,Resale,,Unfurnished,,Individual House,5773.19587628866,
12000000,1890,3,3,3,Resale,,,,Flat,6349.20634920635,
5500000,900,2,2,1,Resale,,Semi-Furnished,,Flat,6111.11111111111,
4800000,1300,3,2,3,Resale,1,,,Flat,3692.30769230769,
5500000,1725,3,3,,Resale,1,,,Flat,3188.40579710145,
10000000,1622,3,3,,Resale,,Unfurnished,,Flat,6165.2281134402,
4500000,1025,2,2,3,Resale,,Semi-Furnished,1,Flat,4390.24390243902,
3450000,920,2,2,,Resale,1,Unfurnished,,Flat,3750,
9300000,1680,3,3,2,New Property,,Unfurnished,,Flat,5535.71428571429,
8500000,1430,3,2,2,Resale,1,,2,Flat,5944.05594405594,
4250000,1114,2,2,,Resale,,Semi-Furnished,,Flat,3815.08078994614,
17000000,2250,3,3,3,Resale,1,,2,Flat,7555.55555555556,
3600000,600,2,2,,Resale,,Unfurnished,,Flat,6000,
4000000,1080,3,2,,Resale,,Unfurnished,,Flat,3703.7037037037,
3550000,850,2,2,,Resale,,Semi-Furnished,,Flat,4176.47058823529,
2600000,885,2,2,1,Resale,,,1,Flat,2937.85310734463,
6300000,1840,3,3,2,Resale,,,,Flat,3423.91304347826,
11000000,1210,2,2,,Resale,,Furnished,,Flat,9090.90909090909,
5000000,985,2,2,2,Resale,25,,3,Flat,5076.1421319797,
10500000,1950,3,3,3,Resale,,,,Individual House,5384.61538461539,
2700000,535,2,2,1,Resale,,Unfurnished,,Flat,5046.72897196262,
4800000,1748,3,3,,Resale,,,,Individual House,2745.99542334096,
9500000,1391,3,3,2,Resale,1,Semi-Furnished,,Flat,6829.61897915169,
3200000,1000,2,2,3,Resale,1,Semi-Furnished,,Flat,3200,
3500000,975,2,2,2,Resale,,,,Flat,3589.74358974359,
26000000,2400,3,5,2,Resale,1,Furnished,3,Individual House,10833.3333333333,
6000000,1300,2,2,,Resale,,,,Flat,4615.38461538462,
40200000,5010,5,5,5,Resale,2,Semi-Furnished,3,Flat,8023.95209580838,
7000000,1350,2,2,,Resale,,Furnished,,Flat,5185.18518518519,
5300000,1412,3,3,3,Resale,1,Unfurnished,,Flat,3753.54107648725,
3900000,675,2,2,1,Resale,1,Furnished,,Flat,5777.77777777778,
6900000,1600,3,3,4,Resale,,,,Flat,4312.5,
3700000,1240,2,2,3,Resale,,,,Flat,2983.87096774194,
3500000,900,2,2,,Resale,,Furnished,,Flat,3888.88888888889,
6450000,1345,3,2,3,Resale,1,,2,Flat,4795.53903345725,
9000000,1650,3,3,3,Resale,,Unfurnished,,Flat,5454.54545454546,
5500000,1300,3,2,2,Resale,,,,Flat,4230.76923076923,
10000000,1256,3,2,,Resale,,Semi-Furnished,,Flat,7961.78343949045,
4750000,1398,3,3,,Resale,,Unfurnished,,Flat,3397.71101573677,
3690000,914,2,2,,Resale,1,,,Flat,4037.19912472648,
4000000,1005,2,2,,Resale,,Semi-Furnished,,Flat,3980.09950248756,
9000000,1630,3,3,2,Resale,,,,Individual House,5521.47239263804,
9000000,1500,3,3,,Resale,,Semi-Furnished,,Flat,6000,
4500000,900,2,2,1,Resale,,Unfurnished,,Flat,5000,
3600000,657,2,2,1,Resale,1,,,Flat,5479.45205479452,
2600000,540,2,2,1,New Property,1,Unfurnished,1,Flat,4814.81481481482,
2690000,895,2,2,3,Resale,1,,,Flat,3005.58659217877,
4500000,1106,2,2,2,Resale,,,,Flat,4068.71609403255,
6000000,862,3,4,2,Resale,8,Furnished,,Flat,6960.55684454756,
7000000,1342,2,2,2,Resale,,,,Flat,5216.09538002981,
8000000,1625,3,2,4,Resale,,,,Individual House,4923.07692307692,
3650000,850,2,2,2,Resale,602,Semi-Furnished,,Individual House,4294.11764705882,
30000000,2700,4,5,4,Resale,3,,2,Individual House,11111.1111111111,
36500000,3500,3,3,2,New Property,2,Semi-Furnished,1,Flat,10428.5714285714,
3820000,1125,3,2,,Resale,,,,Flat,3395.55555555556,
3960000,1000,2,2,,Resale,,,,Individual House,3960,
4500000,1250,2,2,1,Resale,1,,3,Individual House,3600,
4500000,1267,3,2,3,Resale,1,Unfurnished,,Flat,3551.69692186267,
5500000,1190,2,2,3,Resale,,,,Flat,4621.8487394958,
6600000,1100,2,2,2,Resale,1,,2,Flat,6000,
8070000,1685,3,3,,Resale,,,,Flat,4789.3175074184,
5500000,1100,2,2,,Resale,,Semi-Furnished,,Flat,5000,
4400000,920,2,2,,Resale,,Semi-Furnished,,Flat,4782.60869565217,
4940000,900,2,2,,Resale,,Unfurnished,,Flat,5488.88888888889,
4500000,760,2,2,,Resale,,,,Individual House,5921.05263157895,
5000000,1528,2,3,,Resale,,,,Flat,3272.25130890052,
7500000,1360,2,2,3,Resale,,Semi-Furnished,,Flat,5514.70588235294,
13500000,1450,3,2,,Resale,,Semi-Furnished,,Flat,9310.34482758621,
3100000,800,2,2,1,Resale,,Unfurnished,,Flat,3875,
12000000,1600,4,3,3,Resale,1,Semi-Furnished,,Flat,7500,
3400000,775,2,2,,Resale,,Semi-Furnished,,Flat,4387.09677419355,
9900000,1450,3,3,,Resale,1,Furnished,1,Flat,6827.58620689655,
3100000,576,2,2,3,Resale,,Unfurnished,,Flat,5381.94444444444,
4500000,650,2,2,,Resale,,Semi-Furnished,,Individual House,6923.07692307692,
3600000,850,2,2,,Resale,,Furnished,,Flat,4235.29411764706,
3200000,622,2,2,2,Resale,,Semi-Furnished,,Flat,5144.69453376206,
9500000,1750,4,3,,Resale,,Semi-Furnished,,Flat,5428.57142857143,
2800000,800,2,2,,Resale,,Furnished,,Flat,3500,
2200000,650,2,2,1,New Property,,,,Flat,3384.61538461538,
4500000,1075,2,2,,Resale,,,,Flat,4186.04651162791,
3500000,760,2,2,1,Resale,,Semi-Furnished,,Individual House,4605.26315789474,
8500000,1919,3,4,3,New Property,,Semi-Furnished,,Flat,4429.3903074518,
4600000,1225,2,2,4,Resale,1,Unfurnished,,Flat,3755.10204081633,
3700000,1150,2,2,3,Resale,,,,Flat,3217.39130434783,
19500000,3090,4,5,4,Resale,,Unfurnished,,Flat,6310.67961165049,
9900000,1990,3,3,,Resale,,,,Flat,4974.8743718593,
3100000,825,2,2,2,Resale,,,,Individual House,3757.57575757576,
35000000,3000,5,6,1,Resale,2,,,Flat,11666.6666666667,
12000000,1200,3,2,2,Resale,1,Unfurnished,1,Flat,10000,
18500000,2300,3,2,2,Resale,1,,,Flat,8043.47826086956,
11500000,1743,3,3,3,Resale,3,,2,Individual House,6597.8198508319,
7000000,1400,3,3,,Resale,1,Semi-Furnished,,Flat,5000,
8400000,1625,3,2,,Resale,1,Semi-Furnished,2,Flat,5169.23076923077,
12500000,1880,3,3,2,Resale,,Unfurnished,,Flat,6648.93617021277,
11000000,1550,3,3,2,Resale,,,,Individual House,7096.77419354839,
23500000,2850,4,4,2,Resale,3,Semi-Furnished,1,Flat,8245.61403508772,
4500000,800,3,3,1,Resale,1,,2,Individual House,5625,
5000000,1471,3,3,,Resale,,Furnished,,Flat,3399.04826648538,
4500000,1275,3,2,,Resale,,,,Flat,3529.41176470588,
7600000,1300,2,2,3,Resale,1,,2,Flat,5846.15384615385,
4000000,950,2,2,2,Resale,1,Semi-Furnished,,Flat,4210.52631578947,
7000000,1500,3,2,,Resale,,Semi-Furnished,,Flat,4666.66666666667,
8000000,1655,3,3,,Resale,,,,Flat,4833.83685800604,
3500000,1000,2,2,,Resale,,Semi-Furnished,,Individual House,3500,
4000000,1250,2,2,4,Resale,,,,Flat,3200,
7500000,1285,2,2,,Resale,,Semi-Furnished,,Flat,5836.57587548638,
9000000,1760,3,3,4,Resale,,,,Flat,5113.63636363636,
4500000,900,2,2,,Resale,,Semi-Furnished,,Individual House,5000,
2600000,750,2,2,2,Resale,,Semi-Furnished,,Flat,3466.66666666667,
6500000,1250,3,2,1,Resale,,Semi-Furnished,,Flat,5200,
2850000,950,2,2,2,Resale,,,,Individual House,3000,
7000000,1365,3,2,,Resale,,,,Flat,5128.20512820513,
7000000,1450,2,2,,Resale,,Unfurnished,,Flat,4827.58620689655,
11000000,1825,3,5,2,Resale,,Semi-Furnished,,Flat,6027.39726027397,
9800000,1415,2,2,2,Resale,1,Semi-Furnished,,Flat,6925.79505300353,
7500000,1650,3,3,4,New Property,,Unfurnished,,Flat,4545.45454545455,
6500000,990,3,2,,Resale,,Semi-Furnished,,Flat,6565.65656565657,
11000000,1816,3,3,4,Resale,2,,2,Individual House,6057.26872246696,
12000000,1350,10,4,4,Resale,,Unfurnished,,Flat,8888.88888888889,
4000000,1106,2,2,,Resale,,Unfurnished,,Flat,3616.63652802893,
8500000,1326,3,2,,Resale,1,,2,Flat,6410.25641025641,
2800000,585,2,2,,Resale,,,,Flat,4786.32478632479,
6500000,900,3,2,,Resale,,Semi-Furnished,,Flat,7222.22222222222,
9500000,1100,3,2,1,New Property,,Furnished,,Individual House,8636.36363636364,
4800000,1200,2,2,,Resale,1,,,Flat,4000,
9500000,1300,3,2,3,Resale,,,,Flat,7307.69230769231,
6400000,1700,3,3,,Resale,,Semi-Furnished,,Flat,3764.70588235294,
4000000,700,2,2,1,Resale,,Semi-Furnished,,Flat,5714.28571428571,
20500000,1980,4,3,2,Resale,1,Semi-Furnished,,Flat,10353.5353535354,
5200000,955,2,2,4,Resale,1,,2,Flat,5445.02617801047,
4000000,1291,3,2,,Resale,,Unfurnished,,Flat,3098.37335398916,
10000000,1650,3,3,4,Resale,,Semi-Furnished,,Flat,6060.60606060606,
5950000,1144,2,2,4,Resale,1,,3,Flat,5201.04895104895,
3500000,1050,2,2,,Resale,1,,3,Flat,3333.33333333333,
3500000,741,3,2,,Resale,,Semi-Furnished,,Flat,4723.34682860999,
4000000,1165,3,2,,Resale,,,,Flat,3433.47639484978,
7500000,1500,3,2,,Resale,,Unfurnished,,Flat,5000,
3000000,858,2,2,4,Resale,,,,Flat,3496.5034965035,
11700000,1700,3,3,4,New Property,,Semi-Furnished,,Flat,6882.35294117647,
4600000,1245,3,2,3,Resale,,,,Flat,3694.77911646586,
5800000,1140,2,2,3,Resale,1,,2,Flat,5087.71929824562,
4700000,1200,2,2,2,Resale,2,Furnished,1,Individual House,3916.66666666667,
3630000,1100,2,2,4,Resale,,Semi-Furnished,,Flat,3300,
7150000,1295,2,3,5,Resale,2,,2,Flat,5521.23552123552,
5820000,1454,3,3,,Resale,,Semi-Furnished,,Flat,4002.75103163686,
4300000,1025,2,2,2,Resale,,Semi-Furnished,,Flat,4195.12195121951,
6200000,1485,3,2,3,Resale,1,,2,Flat,4175.08417508418,
7500000,900,2,2,2,New Property,,Semi-Furnished,1,Individual House,8333.33333333333,
7000000,1880,4,3,4,Resale,,,,Individual House,3723.40425531915,
6200000,1670,3,3,,Resale,,,,Flat,3712.5748502994,
3600000,1222,2,2,2,Resale,,,,Flat,2945.99018003273,
5200000,1190,3,2,,Resale,,Unfurnished,,Flat,4369.74789915966,
4000000,1050,2,2,,Resale,,Unfurnished,,Flat,3809.52380952381,
6000000,900,3,3,2,Resale,,Furnished,,Flat,6666.66666666667,
3600000,928,2,2,2,Resale,1,,4,Individual House,3879.31034482759,
5200000,1100,3,2,1,New Property,,Semi-Furnished,,Flat,4727.27272727273,
4000000,1000,2,2,2,Resale,1,Semi-Furnished,,Flat,4000,
7500000,1361,2,2,2,Resale,,,,Flat,5510.65393093314,
4500000,1350,3,3,3,New Property,,,,Flat,3333.33333333333,
3500000,850,2,2,,Resale,,Semi-Furnished,,Flat,4117.64705882353,
2800000,650,2,2,,Resale,,Furnished,,Flat,4307.69230769231,
5000000,1000,2,2,,Resale,,Unfurnished,,Flat,5000,
4500000,1360,3,2,4,Resale,,,,Flat,3308.82352941176,
44000000,3850,3,4,3,Resale,2,,2,Individual House,11428.5714285714,
5500000,1200,2,2,,Resale,,,,Flat,4583.33333333333,
3200000,858,2,2,,Resale,1,,,Flat,3729.60372960373,
3000000,860,2,2,2,Resale,,Unfurnished,,Flat,3488.37209302326,
5500000,988,2,2,2,Resale,,,,Flat,5566.8016194332,
3700000,1060,2,2,,Resale,,Unfurnished,,Individual House,3490.56603773585,
9000000,1296,9,6,2,Resale,,Unfurnished,,Flat,6944.44444444444,
13900000,1409,2,2,3,Resale,,Unfurnished,,Flat,9865.15259048971,
3400000,1108,3,2,1,Resale,,,,Flat,3068.59205776173,
4500000,1000,2,2,2,Resale,,Semi-Furnished,,Flat,4500,
4500000,1300,3,3,2,Resale,2,,,Individual House,3461.53846153846,
6000000,1254,2,2,3,Resale,,,,Individual House,4784.68899521531,
11000000,1900,3,3,3,Resale,1,,2,Flat,5789.47368421053,
11800000,2423,4,4,3,Resale,1,,2,Flat,4869.99587288485,
6300000,1670,4,3,4,Resale,,,,Flat,3772.45508982036,
