price,area,Bedrooms,Bathrooms,Balcony,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,
2200000,955,2,2,2,Resale,,,,Flat,2303.66492146597,
6800000,990,3,2,1,Resale,1,Semi-Furnished,,Flat,6868.68686868687,
4100000,750,2,2,,Resale,,Furnished,,Flat,5466.66666666667,
3600000,915,2,2,3,Resale,,,,Flat,3934.4262295082,
4200000,1350,3,2,2,Resale,,,,Flat,3111.11111111111,
7300000,1485,3,3,,Resale,,,,Flat,4915.82491582492,
7000000,1700,2,3,,Resale,,,,Individual House,4117.64705882353,
9000000,1650,3,3,,Resale,,Semi-Furnished,,Flat,5454.54545454546,
17500000,2400,4,4,,Resale,1,Semi-Furnished,,Flat,7291.66666666667,
7500000,570,3,3,2,Resale,,Unfurnished,,Flat,13157.8947368421,
2700000,980,2,2,2,Resale,,Semi-Furnished,,Individual House,2755.10204081633,
4000000,1150,2,2,2,Resale,,Unfurnished,,Flat,3478.26086956522,
4800000,1075,2,2,,Resale,,,,Flat,4465.11627906977,
37500000,5000,8,7,,Resale,,Semi-Furnished,,Individual House,7500,
7700000,1350,2,2,2,Resale,2,,2,Flat,5703.7037037037,
4450000,1135,2,2,3,Resale,1,,2,Flat,3920.70484581498,
8000000,1808,3,3,,Resale,,Unfurnished,,Flat,4424.77876106195,
6480000,1350,2,2,4,Resale,,,,Flat,4800,
3500000,1045,3,2,2,Resale,55,,,Flat,3349.28229665072,
6500000,1300,2,2,3,New Property,,,,Flat,5000,
11000000,1164,4,3,2,Resale,2,,,Flat,9450.17182130584,
5220000,1494,3,3,,Resale,1,Semi-Furnished,4,Flat,3493.97590361446,
6800000,1560,3,2,,Resale,,Unfurnished,,Flat,4358.97435897436,
4500000,850,2,2,,Resale,1,Semi-Furnished,,Individual House,5294.11764705882,
8740000,1245,2,2,3,New Property,,Unfurnished,3,Individual House,7020.08032128514,
11000000,1800,4,3,,Resale,,Semi-Furnished,,Flat,6111.11111111111,
13000000,2525,4,6,2,Resale,,Semi-Furnished,,Flat,5148.51485148515,
5300000,965,2,2,2,Resale,,,,Flat,5492.22797927461,
4800000,645,2,2,1,Resale,,Unfurnished,,Flat,7441.86046511628,
5800000,980,3,2,2,New Property,,,0,Individual House,5918.36734693878,
7000000,1755,4,3,,Resale,2,,,Flat,3988.60398860399,
3500000,800,2,2,1,Resale,,Unfurnished,,Flat,4375,
11500000,1545,3,3,,Resale,,,,Individual House,7443.36569579288,
2500000,750,2,2,,Resale,,Semi-Furnished,,Flat,3333.33333333333,
8500000,1446,2,2,2,Resale,,,,Flat,5878.28492392808,
8500000,1500,3,3,3,Resale,,,2,Flat,5666.66666666667,
6500000,1250,3,2,,Resale,,Furnished,,Flat,5200,
3780000,955,2,2,,Resale,1,,,Flat,3958.11518324607,
6820000,1170,3,2,,Resale,,Semi-Furnished,,Individual House,5829.05982905983,
6000000,940,2,2,,Resale,,Furnished,,Flat,6382.97872340426,
4670000,1320,3,2,,Resale,,Semi-Furnished,,Flat,3537.87878787879,
3200000,890,2,2,3,Resale,1,,2,Flat,3595.50561797753,
4500000,1100,2,2,,Resale,,Unfurnished,,Individual House,4090.90909090909,
4200000,850,2,2,,Resale,,,,Flat,4941.17647058824,
4200000,850,2,2,,Resale,,,,Individual House,4941.17647058824,
3200000,560,2,2,1,Resale,,Furnished,,Flat,5714.28571428571,
12500000,1350,3,3,2,New Property,,Furnished,,Flat,9259.25925925926,
13000000,1728,3,3,2,New Property,,Semi-Furnished,,Flat,7523.14814814815,
13500000,1950,4,3,3,Resale,2,Semi-Furnished,,Flat,6923.07692307692,
7400000,1345,2,2,,Resale,,,,Individual House,5501.85873605948,
8500000,900,3,3,,Resale,,Semi-Furnished,,Flat,9444.44444444444,
7500000,1398,2,2,2,Resale,1,,2,Flat,5364.80686695279,
5500000,1156,3,2,,Resale,1,,2,Flat,4757.78546712803,
6200000,1250,3,2,3,New Property,,,,Flat,4960,
6000000,1730,3,3,,Resale,,Unfurnished,,Flat,3468.20809248555,
11800000,1300,3,2,1,Resale,2,Semi-Furnished,0,Individual House,9076.92307692308,
4700000,950,2,2,1,Resale,1,Semi-Furnished,,Flat,4947.36842105263,
8500000,2095,4,3,2,Resale,,,,Flat,4057.27923627685,
12000000,1600,3,2,,Resale,,Furnished,,Flat,7500,
12100000,1800,3,3,2,Resale,2,Semi-Furnished,1,Flat,6722.22222222222,
2500000,765,2,2,1,Resale,1,Semi-Furnished,,Individual House,3267.97385620915,
3000000,950,2,2,,Resale,,,,Flat,3157.8947368421,
11500000,2000,3,3,,Resale,,Unfurnished,,Flat,5750,
9500000,1687,3,2,,Resale,,Semi-Furnished,,Flat,5631.29816241849,
5900000,1317,2,2,3,New Property,1,,3,Flat,4479.87851176917,
3800000,1387,2,2,4,New Property,,,,Flat,2739.72602739726,
6200000,1365,3,2,,Resale,,Semi-Furnished,,Flat,4542.12454212454,
8500000,1600,3,3,6,Resale,,,,Flat,5312.5,
6500000,1200,3,3,2,Resale,,Semi-Furnished,,Flat,5416.66666666667,
3500000,800,2,2,,Resale,,Semi-Furnished,,Flat,4375,
7500000,1225,3,2,1,Resale,,,,Flat,6122.44897959184,
4500000,1224,2,2,,Resale,,Semi-Furnished,,Individual House,3676.47058823529,
18000000,2587,3,3,,Resale,,,,Individual House,6957.86625434867,
3200000,840,2,2,2,Resale,2,Unfurnished,,Flat,3809.52380952381,
3500000,1033,2,2,,Resale,,Unfurnished,,Individual House,3388.18973862536,
9710000,1765,3,3,3,New Property,1,Unfurnished,,Flat,5501.4164305949,
4700000,1245,3,2,4,New Property,,,,Individual House,3775.10040160643,
11500000,1400,3,3,,Resale,,Furnished,,Flat,8214.28571428571,
8200000,1739,3,3,4,Resale,,,2,Flat,4715.35365152386,
5500000,1875,3,3,3,Resale,,,,Flat,2933.33333333333,
17500000,1740,3,3,2,Resale,1,,2,Flat,10057.4712643678,
7540000,1985,4,4,4,Resale,2,Unfurnished,,Flat,3798.48866498741,
4600000,1000,2,2,3,New Property,,,,Flat,4600,
12000000,2200,4,3,1,Resale,,Semi-Furnished,,Individual House,5454.54545454546,
9600000,1600,3,3,2,Resale,2,Semi-Furnished,,Flat,6000,
8500000,1766,3,4,4,Resale,,,,Flat,4813.13703284258,
5000000,1680,3,3,5,Resale,,,,Individual House,2976.19047619048,
4000000,900,3,2,2,Resale,,Furnished,,Flat,4444.44444444444,
17500000,1658,3,4,2,Resale,2,Semi-Furnished,1,Flat,10554.8854041013,
14000000,2535,4,4,,Resale,,,,Flat,5522.68244575937,
6500000,1573,3,3,1,Resale,1,,3,Individual House,4132.23140495868,
4600000,940,3,2,1,Resale,,Semi-Furnished,,Flat,4893.6170212766,
5700000,1316,2,3,4,Resale,1,,2,Flat,4331.30699088146,
7500000,1710,3,2,3,New Property,,Semi-Furnished,,Flat,4385.9649122807,
12200000,1450,2,2,3,Resale,,,,Flat,8413.79310344828,
9000000,1000,2,2,1,New Property,,,,Flat,9000,
4400000,1135,2,2,2,Resale,1,,3,Flat,3876.65198237885,
5100000,900,2,2,1,Resale,,Unfurnished,,Flat,5666.66666666667,
3800000,1031,2,2,1,Resale,,Semi-Furnished,,Flat,3685.74199806014,
8550000,1200,2,2,,Resale,,,,Flat,7125,
4000000,1090,2,2,,Resale,,,,Individual House,3669.7247706422,
5880000,1465,3,3,,Resale,,,,Individual House,4013.65187713311,
10500000,1100,3,2,,Resale,,,,Individual House,9545.45454545455,
4800000,1550,3,3,5,Resale,1,,2,Flat,3096.77419354839,
11500000,1750,4,4,2,Resale,161,Unfurnished,0,Flat,6571.42857142857,
15500000,1800,3,3,4,Resale,,,,Flat,8611.11111111111,
24900000,2225,4,3,1,Resale,6,Furnished,1,Flat,11191.0112359551,
10100000,1650,3,2,,Resale,,Furnished,,Flat,6121.21212121212,
3500000,990,2,2,2,Resale,,,,Flat,3535.35353535354,
7000000,1315,3,2,5,Resale,,,,Flat,5323.19391634981,
2500000,563,2,2,1,Resale,,Unfurnished,,Flat,4440.4973357016,
8700000,1100,2,2,1,Resale,1,,,Flat,7909.09090909091,
5700000,1150,2,2,5,Resale,,Semi-Furnished,,Flat,4956.52173913043,
6000000,1530,3,2,3,Resale,1,,3,Individual House,3921.56862745098,
9500000,2050,3,3,2,Resale,,Semi-Furnished,,Flat,4634.14634146342,
3800000,1050,2,2,,Resale,,,,Flat,3619.04761904762,
3300000,975,2,2,,Resale,,Semi-Furnished,,Individual House,3384.61538461538,
3000000,840,2,2,2,Resale,1,Unfurnished,,Flat,3571.42857142857,
6500000,1235,2,2,2,Resale,,,,Flat,5263.15789473684,
2500000,650,2,2,,Resale,,Semi-Furnished,,Flat,3846.15384615385,
3200000,880,2,2,2,Resale,,,,Individual House,3636.36363636364,
3600000,1106,2,2,3,Resale,,,,Individual House,3254.97287522604,
5000000,1165,2,2,,Resale,,Semi-Furnished,,Individual House,4291.84549356223,
11000000,1200,3,2,,Resale,,,,Individual House,9166.66666666667,
6000000,1300,2,2,1,Resale,,,,Individual House,4615.38461538462,
5000000,1395,3,2,5,Resale,2,Semi-Furnished,,Flat,3584.229390681,
4000000,1065,2,2,,Resale,,Semi-Furnished,,Flat,3755.86854460094,
13000000,2300,4,4,4,Resale,2,,,Individual House,5652.17391304348,
9000000,1560,3,2,3,Resale,1,Semi-Furnished,,Individual House,5769.23076923077,
3500000,1000,2,2,2,New Property,,,,Flat,3500,
6200000,1240,2,2,4,Resale,,Semi-Furnished,,Individual House,5000,
2300000,801,2,2,1,Resale,7,Semi-Furnished,1,Flat,2871.41073657928,
3600000,700,2,2,,Resale,1,Furnished,,Flat,5142.85714285714,
3400000,540,2,2,,Resale,,Semi-Furnished,,Flat,6296.2962962963,
3350000,984,2,2,3,New Property,,,2,Flat,3404.47154471545,
6800000,962,3,2,1,Resale,1,Semi-Furnished,0,Flat,7068.60706860707,
5400000,1150,2,2,3,Resale,,,,Flat,4695.65217391304,
4600000,1400,2,2,,Resale,,Furnished,,Flat,3285.71428571429,
13900000,2300,4,4,3,Resale,,Semi-Furnished,,Individual House,6043.47826086956,
6500000,1040,2,2,,Resale,,Semi-Furnished,,Flat,6250,
3600000,795,2,2,1,Resale,,,,Individual House,4528.30188679245,
8500000,950,2,2,1,Resale,,Unfurnished,,Flat,8947.36842105263,
5500000,1050,3,2,,Resale,,Semi-Furnished,,Flat,5238.09523809524,
18000000,2400,4,5,2,Resale,,,1,Flat,7500,
4050000,1150,2,2,,Resale,,Semi-Furnished,,Flat,3521.73913043478,
7000000,1380,2,2,3,New Property,,,,Flat,5072.46376811594,
2500000,900,2,2,,Resale,,Unfurnished,,Flat,2777.77777777778,
4100000,980,2,2,2,Resale,512,,1,Flat,4183.67346938776,
4200000,1100,3,2,,Resale,,Furnished,,Flat,3818.18181818182,
4800000,1700,3,3,4,New Property,,,,Individual House,2823.52941176471,
2800000,900,3,2,1,Resale,,Unfurnished,,Flat,3111.11111111111,
2980000,850,2,2,2,Resale,,Unfurnished,,Flat,3505.88235294118,
7000000,1195,3,2,3,Resale,,,,Flat,5857.74058577406,
5200000,1300,2,2,3,Resale,1,Unfurnished,,Individual House,4000,
3600000,1075,2,2,3,Resale,1,,5,Individual House,3348.83720930233,
5000000,970,2,2,,Resale,,,,Flat,5154.63917525773,
12000000,2020,2,2,,Resale,2,Semi-Furnished,,Flat,5940.59405940594,
3800000,632,2,2,,Resale,,Unfurnished,,Flat,6012.6582278481,
5800000,1350,3,2,3,Resale,,Furnished,,Flat,4296.2962962963,
16500000,1600,3,2,,Resale,,,,Flat,10312.5,
16000000,2250,3,4,4,Resale,,,,Flat,7111.11111111111,
9000000,1910,3,3,3,Resale,,,2,Flat,4712.04188481675,
6500000,1595,3,3,,Resale,,Unfurnished,,Flat,4075.23510971787,
5200000,1100,3,2,,Resale,,Unfurnished,,Individual House,4727.27272727273,
5000000,959,2,2,2,Resale,,,2,Flat,5213.76433785193,
3500000,900,2,2,2,Resale,,Furnished,,Flat,3888.88888888889,
20000000,2072,4,5,5,Resale,2,,,Flat,9652.50965250965,
8500000,1515,3,3,,Resale,,Semi-Furnished,,Flat,5610.56105610561,
7000000,1469,2,3,3,Resale,,,,Flat,4765.14635806671,
3800000,1130,2,2,3,New Property,,Unfurnished,,Individual House,3362.83185840708,
3000000,535,2,2,1,New Property,,Furnished,,Flat,5607.47663551402,
8500000,1300,2,2,3,Resale,1,Semi-Furnished,,Flat,6538.46153846154,
4000000,1045,2,2,2,Resale,1,,2,Flat,3827.75119617225,
8000000,1015,3,2,1,New Property,,Furnished,,Individual House,7881.77339901478,
1800000,670,2,2,2,Resale,,,,Flat,2686.56716417911,
7000000,1618,2,2,,Resale,,Unfurnished,,Flat,4326.32880098887,
19000000,2000,4,4,3,Resale,,Unfurnished,,Flat,9500,
11700000,1600,3,3,3,Resale,,Semi-Furnished,,Individual House,7312.5,
6000000,1575,3,3,4,Resale,,Semi-Furnished,,Flat,3809.52380952381,
7500000,1208,3,3,,Resale,,,,Flat,6208.60927152318,
15000000,2100,3,3,4,Resale,,Unfurnished,,Flat,7142.85714285714,
4700000,670,2,2,1,New Property,,Semi-Furnished,,Individual House,7014.92537313433,
3500000,1005,2,2,1,Resale,,,,Flat,3482.58706467662,
6500000,1175,2,2,1,Resale,,,,Individual House,5531.91489361702,
4200000,1050,2,2,3,Resale,1,Semi-Furnished,,Flat,4000,
2800000,750,2,2,,Resale,,Semi-Furnished,,Flat,3733.33333333333,
7300000,1370,2,2,4,Resale,,,,Flat,5328.46715328467,
16500000,1600,3,2,,Resale,,Semi-Furnished,,Flat,10312.5,
11500000,1730,3,4,4,New Property,1,Semi-Furnished,,Flat,6647.39884393064,
3500000,1050,2,2,3,New Property,1,,2,Flat,3333.33333333333,
7500000,1032,4,2,2,Resale,,Unfurnished,,Flat,7267.44186046512,
4200000,1040,2,2,3,Resale,450,,2,Flat,4038.46153846154,
15800000,2200,4,4,2,Resale,2,,2,Flat,7181.81818181818,
25500000,3016,4,4,4,Resale,,,,Flat,8454.90716180371,
4300000,810,2,2,1,New Property,,Semi-Furnished,,Individual House,5308.64197530864,
4500000,802,3,2,1,New Property,,Semi-Furnished,,Flat,5610.97256857855,
25000000,3400,7,8,,Resale,,Semi-Furnished,,Flat,7352.94117647059,
6500000,900,2,2,2,New Property,,Semi-Furnished,,Individual House,7222.22222222222,
3800000,900,2,2,,Resale,,Furnished,,Individual House,4222.22222222222,
19000000,2400,3,3,4,Resale,,Semi-Furnished,,Individual House,7916.66666666667,
5200000,1155,2,2,4,Resale,,Semi-Furnished,,Individual House,4502.1645021645,
10000000,1550,3,3,3,New Property,,,,Individual House,6451.61290322581,
7000000,1303,3,2,3,Resale,1,,2,Flat,5372.21795855718,
3700000,1106,2,2,3,Resale,1,Unfurnished,2,Individual House,3345.38878842676,
2480000,600,2,2,1,Resale,1,Semi-Furnished,0,Flat,4133.33333333333,
7060000,1350,3,3,2,Resale,1,Semi-Furnished,,Individual House,5229.62962962963,
10500000,1425,3,2,2,Resale,1,,0,Flat,7368.42105263158,
3500000,900,2,2,,Resale,,Semi-Furnished,,Flat,3888.88888888889,
4900000,1180,2,2,1,Resale,,,,Flat,4152.54237288136,
12000000,2099,3,4,3,Resale,,,,Flat,5717.00809909481,
25000000,2000,3,3,2,Resale,,Semi-Furnished,,Flat,12500,
2650000,700,2,2,2,Resale,,Furnished,,Flat,3785.71428571429,
22500000,540,10,10,5,Resale,3,Furnished,,Flat,41666.6666666667,
14000000,1950,3,3,5,Resale,,,,Individual House,7179.48717948718,
4000000,1100,2,2,1,Resale,,Furnished,,Individual House,3636.36363636364,
6000000,1110,2,2,,Resale,,,,Flat,5405.40540540541,
4000000,1200,2,2,,Resale,,Semi-Furnished,,Flat,3333.33333333333,
3700000,990,2,2,4,Resale,1,Semi-Furnished,3,Flat,3737.37373737374,
11000000,1800,3,3,,Resale,,Unfurnished,,Flat,6111.11111111111,
27000000,4000,5,5,3,Resale,2,Semi-Furnished,1,Flat,6750,
5350000,1300,3,2,,Resale,,,,Individual House,4115.38461538462,
3500000,995,2,2,,Resale,,Unfurnished,,Individual House,3517.58793969849,
9900000,1290,3,2,,Resale,,Furnished,,Flat,7674.41860465116,
9000000,1788,3,3,,Resale,1,,,Flat,5033.55704697987,
3400000,654,2,2,2,New Property,,,,Flat,5198.77675840979,
5000000,1077,2,2,,Resale,,,,Flat,4642.52553389044,
16000000,2000,3,3,2,Resale,,Semi-Furnished,,Flat,8000,
22500000,1800,4,4,,Resale,3,Furnished,,Individual House,12500,
19800000,2560,4,4,7,Resale,,,,Flat,7734.375,
2300000,850,3,2,1,Resale,,Furnished,,Individual House,2705.88235294118,
30000000,4200,4,4,2,Resale,2,,,Individual House,7142.85714285714,
7810000,1350,3,3,,Resale,,,,Flat,5785.18518518518,
30000000,4000,4,3,3,Resale,,,,Individual House,7500,
16000000,1950,4,4,,Resale,,Semi-Furnished,,Individual House,8205.1282051282,
16000000,1800,3,3,3,Resale,,Semi-Furnished,,Flat,8888.88888888889,
6000000,1437,3,2,1,New Property,,,,Flat,4175.36534446764,
4500000,1000,2,2,,Resale,,Semi-Furnished,,Individual House,4500,
3060000,875,2,2,,Resale,,Unfurnished,,Flat,3497.14285714286,
8500000,1690,3,3,4,Resale,,,,Flat,5029.58579881657,
6500000,900,3,2,,Resale,,Furnished,,Flat,7222.22222222222,
19000000,2400,5,4,4,Resale,,Furnished,,Individual House,7916.66666666667,
9500000,1625,3,3,,Resale,,,,Flat,5846.15384615385,
7020000,1600,3,3,,Resale,,,,Flat,4387.5,
3350000,1025,2,2,2,Resale,,,,Flat,3268.29268292683,
27500000,2658,3,4,3,Resale,,,,Flat,10346.1249059443,
30000000,3685,3,3,,Resale,,Furnished,,Flat,8141.11261872456,
9000000,1100,2,2,2,Resale,9,Unfurnished,5,Flat,8181.81818181818,
4600000,1350,3,2,2,Resale,4,Semi-Furnished,,Individual House,3407.40740740741,
7750000,1145,2,2,2,Resale,,,,Individual House,6768.55895196507,
14500000,3020,3,3,2,Resale,,Unfurnished,,Flat,4801.32450331126,
3500000,1100,2,2,3,Resale,,Unfurnished,,Individual House,3181.81818181818,
3300000,940,2,2,2,Resale,,,,Flat,3510.63829787234,
3600000,1120,2,2,,Resale,,Unfurnished,,Individual House,3214.28571428571,
9000000,1890,3,3,3,New Property,,Semi-Furnished,,Individual House,4761.90476190476,
30000000,4000,5,7,,Resale,,Semi-Furnished,,Flat,7500,
26500000,3200,4,5,4,Resale,2,,2,Flat,8281.25,
6500000,1438,3,2,,Resale,,Unfurnished,,Flat,4520.1668984701,
46000000,5400,9,9,,Resale,,Semi-Furnished,,Individual House,8518.51851851852,
25000000,2700,3,3,,Resale,3,Furnished,,Individual House,9259.25925925926,
18500000,3500,3,4,2,Resale,2,Semi-Furnished,1,Flat,5285.71428571429,
28000000,3206,4,4,,Resale,,,,Individual House,8733.62445414847,
11000000,2175,3,3,,Resale,,Semi-Furnished,,Individual House,5057.47126436782,
4500000,1000,2,2,,Resale,,Semi-Furnished,,Individual House,4500,
2900000,965,2,2,3,Resale,1,,2,Flat,3005.18134715026,
17500000,2100,3,3,,Resale,,Semi-Furnished,,Individual House,8333.33333333333,
17500000,2100,3,3,2,New Property,,Semi-Furnished,,Individual House,8333.33333333333,
39000000,7000,6,6,6,Resale,,Unfurnished,,Flat,5571.42857142857,
12600000,1750,3,3,,Resale,,Semi-Furnished,,Individual House,7200,
15000000,1500,3,2,2,Resale,,,,Flat,10000,
16000000,2390,4,3,,Resale,,,,Flat,6694.56066945607,
13000000,2158,3,3,4,New Property,,,,Individual House,6024.09638554217,
5780000,1890,3,3,4,Resale,1,,2,Individual House,3058.20105820106,
2840000,668,2,2,,Resale,,,,Individual House,4251.49700598802,
4650000,1265,2,2,,Resale,,,,Individual House,3675.88932806324,
8700000,1500,3,3,4,Resale,1,Semi-Furnished,,Individual House,5800,
7000000,900,2,4,2,Resale,,Unfurnished,,Flat,7777.77777777778,
7500000,1777,3,2,2,Resale,,,2,Individual House,4220.59651097355,
8000000,1300,3,3,,Resale,,Semi-Furnished,,Flat,6153.84615384615,
4000000,753,2,2,1,Resale,,Unfurnished,,Flat,5312.08499335989,
5000000,985,3,2,,Resale,,Furnished,,Individual House,5076.1421319797,
2650000,540,2,2,,Resale,1,Semi-Furnished,,Flat,4907.40740740741,
4650000,1105,2,2,4,Resale,,Semi-Furnished,,Flat,4208.14479638009,
3600000,1020,2,2,3,Resale,,Unfurnished,,Flat,3529.41176470588,
6000000,1045,2,2,4,Resale,1,,,Flat,5741.62679425837,
4500000,900,2,2,1,Resale,,Semi-Furnished,,Individual House,5000,
19000000,1800,3,3,1,Resale,1,Unfurnished,,Flat,10555.5555555556,
5000000,1100,2,2,1,Resale,2,Unfurnished,,Flat,4545.45454545455,
5000000,1150,2,2,,Resale,,Semi-Furnished,,Flat,4347.82608695652,
8000000,1847,4,4,,Resale,,,,Individual House,4331.34813210612,
4000000,900,3,2,,Resale,,Semi-Furnished,,Flat,4444.44444444444,
5800000,900,2,2,,Resale,,Furnished,,Flat,6444.44444444444,
9000000,1600,2,2,,Resale,,,0,Flat,5625,
6700000,1380,3,2,5,Resale,1,,2,Flat,4855.07246376812,
18000000,2150,3,4,4,Resale,,,,Flat,8372.09302325581,
9900000,1616,2,2,3,Resale,,,,Flat,6126.23762376238,
3780000,1265,3,2,,Resale,,,,Flat,2988.14229249012,
17500000,2600,4,5,,Resale,,Semi-Furnished,,Flat,6730.76923076923,
12500000,1857,3,3,,Resale,,Furnished,,Flat,6731.28702207862,
8500000,800,2,2,,Resale,1,Unfurnished,,Flat,10625,
7800000,1735,3,3,,Resale,,Semi-Furnished,,Flat,4495.67723342939,
6000000,1265,3,2,,Resale,,,,Flat,4743.08300395257,
24800000,3000,3,4,2,New Property,1,,1,Flat,8266.66666666667,
4000000,1265,3,2,3,Resale,1,Unfurnished,,Individual House,3162.05533596838,
50000000,4700,6,6,,Resale,,Unfurnished,,Flat,10638.2978723404,
45000000,5000,4,7,4,Resale,4,Furnished,,Flat,9000,
7000000,600,2,3,1,Resale,,Unfurnished,,Flat,11666.6666666667,
10000000,1750,4,3,,Resale,,Furnished,,Flat,5714.28571428571,
5400000,1300,3,2,,Resale,1,Semi-Furnished,,Flat,4153.84615384615,
16200000,2150,4,4,4,Resale,2,,2,Flat,7534.88372093023,
3200000,1040,2,2,,Resale,,Unfurnished,,Flat,3076.92307692308,
22500000,2250,4,3,2,Resale,2,Semi-Furnished,2,Flat,10000,
11600000,1376,3,3,2,Resale,,Semi-Furnished,,Flat,8430.23255813954,
8800000,965,2,2,2,Resale,,,,Flat,9119.17098445596,
13500000,1400,3,2,2,Resale,,Semi-Furnished,,Individual House,9642.85714285714,
3200000,1065,2,2,3,Resale,,Furnished,,Individual House,3004.69483568075,
5100000,1025,2,2,2,Resale,1,Semi-Furnished,,Flat,4975.60975609756,
9800000,1500,3,2,2,Resale,2,,,Flat,6533.33333333333,
5500000,1505,3,3,,Resale,,,,Individual House,3654.48504983389,
4600000,930,2,2,3,Resale,1,Semi-Furnished,,Flat,4946.23655913979,
11800000,1270,2,2,2,Resale,,,,Flat,9291.33858267717,
3400000,750,2,2,1,Resale,,Semi-Furnished,,Flat,4533.33333333333,
8000000,1430,3,2,2,Resale,1,,2,Flat,5594.40559440559,
4400000,1425,3,2,1,Resale,,,,Flat,3087.71929824561,
8000000,1000,3,2,,Resale,,Unfurnished,,Flat,8000,
9000000,1547,2,2,,Resale,,Semi-Furnished,,Flat,5817.71170006464,
8500000,1564,3,2,5,Resale,,,,Flat,5434.78260869565,
3200000,1010,2,2,3,Resale,,,,Individual House,3168.31683168317,
6820000,1350,2,2,,Resale,,Semi-Furnished,,Flat,5051.85185185185,
4500000,1060,2,2,3,Resale,1,,,Flat,4245.28301886793,
6200000,1370,2,2,1,Resale,,,,Individual House,4525.54744525548,
4470000,1296,3,2,,Resale,,,,Individual House,3449.07407407407,
6000000,1400,4,2,2,New Property,,Semi-Furnished,,Flat,4285.71428571429,
3400000,835,2,2,,Resale,,Semi-Furnished,,Flat,4071.85628742515,
3650000,1005,2,2,2,Resale,,,,Flat,3631.8407960199,
3500000,1050,3,2,,Resale,,Semi-Furnished,,Individual House,3333.33333333333,
9000000,1450,3,3,2,Resale,1,Unfurnished,,Flat,6206.89655172414,
25000000,1800,4,3,1,Resale,3,Furnished,,Flat,13888.8888888889,
3300000,1100,2,2,2,Resale,,Unfurnished,1,Flat,3000,
3500000,758,2,3,1,Resale,,Semi-Furnished,,Flat,4617.41424802111,
14000000,2198,4,3,4,Resale,3,,,Flat,6369.42675159236,
6500000,1600,4,3,,Resale,,Furnished,,Individual House,4062.5,
5500000,1260,5,3,,Resale,,Unfurnished,,Flat,4365.07936507936,
3700000,1365,3,2,3,Resale,,,,Flat,2710.62271062271,
9500000,1854,4,4,4,Resale,1,,2,Flat,5124.05609492988,
7750000,1550,2,2,1,Resale,,,,Flat,5000,
7200000,1880,3,4,,Resale,,,,Flat,3829.78723404255,
8500000,2042,4,4,4,Resale,1,Semi-Furnished,,Flat,4162.58570029383,
5000000,1280,3,2,2,Resale,,Unfurnished,,Flat,3906.25,
3850000,1055,2,2,2,Resale,,Unfurnished,,Individual House,3649.28909952607,
3200000,890,2,2,,Resale,,Unfurnished,,Flat,3595.50561797753,
6000000,900,2,2,1,Resale,1,Furnished,,Flat,6666.66666666667,
4200000,1040,2,2,3,Resale,,,,Flat,4038.46153846154,
7000000,1100,2,2,2,Resale,2,,2,Flat,6363.63636363636,
3700000,1115,2,2,,Resale,,,,Flat,3318.38565022421,
5000000,900,2,2,,Resale,,Semi-Furnished,,Individual House,5555.55555555556,
5500000,1186,5,2,2,Resale,,Unfurnished,,Flat,4637.43676222597,
8500000,1232,3,2,,Resale,1,,,Flat,6899.35064935065,
4750000,1100,2,2,3,Resale,,,2,Flat,4318.18181818182,
3500000,675,2,2,1,Resale,,Unfurnished,,Flat,5185.18518518519,
5700000,1069,3,2,,New Property,,Semi-Furnished,,Flat,5332.08606173994,
28000000,4000,4,4,,Resale,,,,Individual House,7000,
32000000,3200,4,4,,Resale,,,,Flat,10000,
35000000,2960,7,7,1,Resale,,Semi-Furnished,,Flat,11824.3243243243,
35000000,6000,5,5,,Resale,,,,Flat,5833.33333333333,
27500000,2250,3,3,2,Resale,,,,Flat,12222.2222222222,
6930000,1385,2,2,3,Resale,2,,,Flat,5003.61010830325,
6500000,1325,3,2,,Resale,1,Semi-Furnished,,Flat,4905.66037735849,
9500000,1954,3,3,,Resale,,Furnished,,Flat,4861.8219037871,
3000000,750,2,2,1,Resale,,Unfurnished,,Flat,4000,
12000000,1125,3,2,2,Resale,,Semi-Furnished,0,Flat,10666.6666666667,
6000000,1020,3,2,1,Resale,1,Semi-Furnished,0,Flat,5882.35294117647,
3500000,800,2,2,1,Resale,1,Semi-Furnished,,Individual House,4375,
5200000,990,3,2,1,Resale,,Unfurnished,,Flat,5252.52525252525,
5600000,1300,2,2,2,Resale,1,,1,Flat,4307.69230769231,
4150000,1252,2,3,,Resale,,,,Individual House,3314.696485623,
15000000,1675,3,3,3,Resale,2,,3,Flat,8955.22388059702,
4500000,1476,2,2,,Resale,,,,Individual House,3048.78048780488,
4700000,1655,3,2,,Resale,,Semi-Furnished,,Individual House,2839.87915407855,
6500000,1400,3,2,,Resale,1,Semi-Furnished,0,Individual House,4642.85714285714,
4600000,1000,2,2,3,Resale,1,,2,Flat,4600,
5900000,1150,3,2,1,Resale,,Unfurnished,,Flat,5130.4347826087,
12500000,1805,3,3,4,Resale,,,,Flat,6925.20775623269,
12500000,1500,3,2,,Resale,,Furnished,,Flat,8333.33333333333,
11000000,1125,3,2,,Resale,,Semi-Furnished,,Individual House,9777.77777777778,
